"Fixed_Comment","annotation_id","annotator","created_at","id","lead_time","sentiment","updated_at"
"Giờ_đây china bảo đanh vn chỉ trong 1 nốt_nhạc và tôi tin",99,"1","2024-12-09T14:25:51.117911Z",97,17.84,"Neutral","2024-12-09T14:25:51.117911Z"
"Chúng_nó quá quảng_cáo nhiều quá",100,"1","2024-12-09T14:25:53.971618Z",98,2.575,"Neutral","2024-12-09T14:25:53.971618Z"
"Quá tự_hào và súc động xen_lẫn niềm tự_hào về những gì đất_nước của mình đã trải qua Thế mấy biết 2 chữ độc_lập và tự_do nó quý_trọng đến như thế_nào Cháu xin cung_kính nghiêng_mình cảm_ơn tất_cả các bác các ông các anh_hùng liệt_sĩ đã không tiếc thân mình ngã xuống hi_sinh vì nền độc_lập tự_do của đất_nước",101,"1","2024-12-09T14:25:56.634710Z",99,2.373,"Proud","2024-12-09T14:25:56.634710Z"
"Anh cốp nhà ngừi ta Bểu không đấn anh sau được tôi có chết củng đánh",102,"1","2024-12-09T14:26:00.599041Z",100,3.691,"Neutral","2024-12-09T14:26:00.599041Z"
"Chính_xác thì nó sợ đánh thật các bạn biết linh trung được lệnh giết sạch chứ nó đi đến làng nào là giết sạch già trẻ lớn bé nó làm điều này để doạ là chủ_yếu thời đấy quân_đội nhân_dân vn mình rất mạnh nó dám làm là vì nó biết quân_chủ_lực đi campuchia rồi nếu thời đấy mà nó phi sâu vào thì tao đảm_bảo giờ đất việt mình chắc_chắn đã rộng hơn rồi",103,"1","2024-12-09T14:26:08.508554Z",101,7.62,"Neutral","2024-12-09T14:26:08.508554Z"
"VN cần phát_triển nâng cao năng_lực và lực_lượng biển không phải cứ tầu sân_bay hay_là chiến_tranh mà cái cần là tư_duy Biển thay cho tư_duy đất_liền thay_vì chiến_tranh sao không snghi về khai_thác hay sinh_tồn Biển đại_loại vậy Biển chiếm hình_như 80 trái_đất m chỉ mong 50 dân_số hay gấp 3 lần số hiện_giờ coi như được 30 dân_số qtam hiểu_biết khởi_nghiệp sinh_sống học_tập về biển m nghĩ VN sẽ khác lắm tốt hơn nhiều so với việc phân lô bán nền hay_là đào móc tài_nguyên_hủy_hoại môi_trường Giả_dụ như vụ nghĩa_vụ quân_sự hiện đang có đề suất bắt_buộc 100 chứ không miễn_giảm thì mình thấy nên bắt_buộc công_dân VN phải có 2 3 tháng ra biển đi và ăn_ở ít_nhất 5 10 hòn đảo của nước ta chả_hạn",104,"1","2024-12-09T14:26:11.027539Z",102,2.241,"Neutral","2024-12-09T14:26:11.027539Z"
"Ngày giải_phóng đất_nước 30 04 1975 mjh sinh ra 1991 Zj giải_phóng đất_nước xong 16 năm mjh mới sinh ra doi",105,"1","2024-12-09T14:26:14.400150Z",103,3.02,"Neutral","2024-12-09T14:26:14.400150Z"
"Một dân_tộc đoàn_kết không hề lùi_bước trước địch",106,"1","2024-12-09T14:26:17.332030Z",104,2.653,"Proud","2024-12-09T14:26:17.332030Z"
"tuongbeo ha_ha_ha còn bạn thì cho rằng tướng Giáp chuyển sang đánh chắc thì sẽ chắc thắng trong 54 ngày_đêm thế_thì làm nhà tiên_tri cần gì làm tướng trận Hài",107,"1","2024-12-09T14:26:28.494188Z",105,10.888,"Neutral","2024-12-09T14:26:28.494188Z"
"Nếu đưa những tư_liệu video này vào môn lịch_sử trên lớp thì sao mà buồn_ngủ được nhỉ",108,"1","2024-12-09T14:26:37.607751Z",106,8.822,"Neutral","2024-12-09T14:26:37.607751Z"
"Các bác thật giỏi luôn nhớ ơn và kính_trọng các bác Giết hết bọn nó đi",109,"1","2024-12-09T14:26:42.310203Z",107,4.415,"Proud","2024-12-09T14:26:42.310203Z"
"BÁC HỒ VĨ_ĐẠI SỐNG mãi trong sự_nghiệp của chúng_ta",110,"1","2024-12-09T14:26:45.142856Z",108,2.546,"Proud","2024-12-09T14:26:45.142856Z"
"Bây_giờ cuộc_chiến_xa rồi đều là người Việt chúc cha bạn có cuộc_sống an bình hạnh_phúc bên con_cháu nhé",111,"1","2024-12-09T14:26:50.674342Z",109,5.255,"Happy","2024-12-09T14:26:50.674342Z"
"Có nhiều lý_do nhưng quan_trọng nhất là lý_tưởng ý_chí chính_trị của quân MB là cực_kỳ lớn Quân VNCH họ thiếu cái đó nên cực_kỳ bạc_nhược Cho_nên nếu nói về tuyên_truyền thì CS là vô đối Bạn nhìn rộng ra thấy bên Liên_Xô khi đánh Đức cũng vậy Chết rất rất nhiều nhưng vẫn đánh như thiêu_thân",112,"1","2024-12-09T14:26:54.139779Z",110,3.16,"Neutral","2024-12-09T14:26:54.139779Z"
"Các vua Hùng đã có công dựng nước Bác cháu ta phải cùng nhau giữ nước Hồ_Chí Minh Câu nói rất sâu_sắc của Bác Hồ làm rung_động_lòng người Rất khâm_phục biết_ơn cha_ông ta đã hy_sinh xây_dựng nên Đất_Nước Thật tự_hào khi là người Việt_Nam Mong mọi người Việt cần đoàn_kết sáng_tạo văn_minh để xây_dựng Đất_Nước ta đàng_hoàng hơn to đẹp hơn",113,"1","2024-12-09T14:27:06.948063Z",111,12.502,"Proud","2024-12-09T14:27:06.948063Z"
"stop_sign MỸ KHÔNG THUA beaming_face_with_smiling_eyes Hao tốn người của kéo_dài 30 năm Mỹ phải bỏ_cuộc và rút_lui luôn Không phải Mỹ thua beaming_face_with_smiling_eyes Bọn đánh thuê không được Mỹ trả tiền viện_trợ nữa nên đầu hàng vong luôn chưa phải thua Phải nói thế_thì Phúc Dồi Chó Bolsa mới chịu",114,"1","2024-12-09T14:27:11.998632Z",112,4.767,"Neutral","2024-12-09T14:27:11.998632Z"
"Sao xem thấy sai sai nhỉ trận này nó dùng b52 dải thảm xuống đầu mình mà",115,"1","2024-12-09T14:27:16.315485Z",113,4.028,"Neutral","2024-12-09T14:27:16.315485Z"
"Xem mà sung_sướng quân_đội quân gan_dạ anh_hùng v n muôn_năm v n muôn_năm",116,"1","2024-12-09T14:27:19.869665Z",114,3.256,"Proud","2024-12-09T14:27:19.869665Z"
"Con cảm_ơn các bậc cha già mẹ già hy_sinh lấy lại hòa bình cho chúng con ngày_nay",117,"1","2024-12-09T14:27:23.429398Z",115,3.277,"Thankful","2024-12-09T14:27:23.429398Z"
"Thôi đừng nói bậy_bạ ăn ninh túm cổ bạn về đó",118,"1","2024-12-09T14:27:30.802084Z",116,7.07,"Neutral","2024-12-09T14:27:30.802084Z"
"Nếu đánh_giá khách_quan và bỏ_qua yếu_tố chính_trị thì phải công_nhận quân ngụy có quá nhiều bất_lợi Bất_lợi lớn nhất đó là quân giải_phóng được tác_chiến hoàn_toàn trên phần đất miền Nam như thế trong tác_chiến quân giải_phóng hoàn_toàn chủ_động khi mở các chiến_dịch của mình còn quân ngụy_chỉ hoàn_toàn bị_động trong thế thủ không biết đối_phương đánh vào đâu khi nào Trong chiến_tranh thế thủ hữu_hiệu nhất chính là công nếu chỉ có thủ một_cách bị_động thì trước sau gì cũng phải thất_bại",119,"1","2024-12-09T14:27:34.773417Z",117,3.684,"Neutral","2024-12-09T14:27:34.773417Z"
"KongkongSun chơi với các ông cứ như_chơi với lửa mẹ_kiếp các ông rút quân còn cố tàn_phá các bản_làng thật là khốn_nạn",120,"1","2024-12-09T14:27:43.507159Z",118,8.451,"Angry","2024-12-09T14:27:43.507159Z"
"Có nhiều rồi bạn Tôi có 1 lần ra rạp xem một bộ phim về trận này nhưng từ đấy tôi không dám xem phim về chiến_tranh Việt_Nam nữa Nó đáng sợ trần_trụi máu_me Xác người nội tạng bom_đạn Tôi bị ám_ảnh hơn tuần Còn nhiều phim hay lắm nhưng tôi không dám xem vì dù thắng nhưng vẫn là máu của người Việt tiêu_cực",121,"1","2024-12-09T14:27:50.470290Z",119,6.671,"Neutral","2024-12-09T14:27:50.470290Z"
"Tướng Hoàng_Đan bố của sếp Hoàng_Nam_Tiến",122,"1","2024-12-09T14:27:53.749322Z",120,2.997,"Neutral","2024-12-09T14:27:53.749322Z"
"guyaitcharles1319 Giò các đồng_chí ta phải nhắm_mắt làm_ngơ chứ biết làm_sao bây_giờ Các đồng_chí ta giờ mở_mắt ra là nghĩ đến đô na làm_sao để lấy đất của những ai không có vũ_khí Đảng ta phải nhận_thức ra rằng Những thằng nào đã chiếm biển đảo thì tụi nó có đồ_chơi Làm_sao mà chơi lại Thôi phải nhắm_mắt coi như là không thấy Quân_đội ta giờ phải tập làm kinh_tế Xây_dựng nhiều tượng_đài vào Cổng_chào phải hoành_tráng Phải xây thêm đường_cao_tốc Xây càng nhiều thì mới có tiền bỏ_túi Dạy gì mà đi lấy lại biển đảo làm gì Hy_sinh cho cái gì Trong khi đang ăn sung mặc sướng Đồng_chí xúi bậy_bạ quá",123,"1","2024-12-09T14:27:56.221395Z",121,2.192,"Neutral","2024-12-09T14:27:56.221395Z"
"ÁnhDươngNguyễn u3p mình có biết năm nào cũng tổ_chức giỗ kỷ_niệm không Nghĩa_trang lớn như thế mình bảo không có Các cụ đéo sợ đâu chỉ lo con_cháu như mình không có cơm ăn mà phải nhịn đó Cái loại ba_que xỏ_lá",124,"1","2024-12-09T14:28:01.658519Z",122,5.137,"Neutral","2024-12-09T14:28:01.658519Z"
"Ai_ai cũng khoe khoan mình hây mình giỏi mình tài Nghe Hoài không chán",125,"1","2024-12-09T14:28:05.065360Z",123,3.066,"Neutral","2024-12-09T14:28:05.065360Z"
"Năm 1979 tôi 13 t Vẫn nhớ những tờ báo đưa tin hàng ngày sự tàn_bạo của chúng khi tràn vào vùng_biên_giới nước ta Không quên chuyện chúng ném các bạn hs nam xuống giếng sâu tại bát xát Hoàng_Liên_Sơn",126,"1","2024-12-09T14:28:10.495265Z",124,5.127,"Sad","2024-12-09T14:28:10.495265Z"
"GIAI PHONG PHONG DAI AN CUOP SAO GOI LA GIAI PHONG GIAI PHONG CAI LON MA TUI BAY grinning_face grinning_face grinning_face",127,"1","2024-12-09T14:28:14.294989Z",125,3.493,"Neutral","2024-12-09T14:28:14.294989Z"
"Mắt cay xè khi nghe chiến_trận biết_bao xương_máu đổ xuống Gần 100 ngày sống và chiến_đấu dưới bom_đạn trùng_điệp như địa_ngục trần_gian mà không khuất_phục được cha_ông ta Khâm_phục mà cũng vô_cùng đau_xót",128,"1","2024-12-09T14:28:21.962830Z",126,7.378,"Sad","2024-12-09T14:28:21.962830Z"
"Thích nhất bác hồ thứ nhì tướng giáp red_heart",129,"1","2024-12-09T14:28:26.708950Z",127,4.427,"Proud","2024-12-09T14:28:26.708950Z"
"Đời_đời nhớ ơn các anh_hùng liệt_sĩ red_heart red_heart red_heart",130,"1","2024-12-09T14:28:30.459469Z",128,3.437,"Thankful","2024-12-09T14:28:30.459469Z"
"Những trang sử hào_hùng của dân_tộc cần phải để cho lớp trẻ dễ_dàng tiếp_cận khi đó mới thấy được giá_trị của độc_lập mà ông_cha chúng_ta đã dùng xương_máu đánh_đổi",131,"1","2024-12-09T14:28:33.161086Z",129,2.427,"Proud","2024-12-09T14:28:33.161086Z"
"Thương các chú bộ_đội việt nam quá Mọi người dân việt nam đời_đời nhớ ơn các anh đã hy_sinh quên_mình để chiến_đấu vì dân vì nước",132,"1","2024-12-09T14:28:39.313531Z",130,5.852,"Thankful","2024-12-09T14:28:39.313531Z"
"Có ai nghe mà khóc không crying_face",133,"1","2024-12-09T14:28:42.104860Z",131,2.498,"Sad","2024-12-09T14:28:42.104860Z"
"Phải thừa_nhận thời này trung quốc ủng_hộ và tiếp_tế cho việt_nam rất nhiều vì khi đó còn chủ_tịch hồ chí minh",134,"1","2024-12-09T14:28:47.787551Z",132,5.392,"Thankful","2024-12-09T14:28:47.787551Z"
"Xin chia buồn cùng gia_đình Nhờ ông_cha ta mới có ngày hôm_nay không",135,"1","2024-12-09T14:28:50.764698Z",133,2.696,"Sad","2024-12-09T14:28:50.764698Z"
"bố mình tham_chiến chiến_dịch này bố mình là pháo_binh",136,"1","2024-12-09T14:28:55.242990Z",134,3.99,"Proud","2024-12-09T14:28:55.242990Z"
"Giai_đoạn sau khi chiến_tranh thế_giới lần thứ hai kết_thúc có một sự_thật mà sau_này và mãi đến bây_giờ vẫn còn tồn_tại đó là sự chạy_đua vũ_trang và cố_gắng dành ảnh_hưởng từ 2 phe tư_bản có đại_diện mạnh nhất là Mỹ và xã_hội chủ_nghĩa có đại_diện mạnh nhất là Liên_xô tất_cả những điểm nóng tranh_chấp trên thế_giới từ lúc đó cho đến nay đều xuất_hiện sự trực_tiếp hay gián_tiếp can_thiệp vào của 2 bên chiến trưởng Việt_Nam là một ví_dụ hậu_quả sau chiến_tranh đến giờ vẫn còn ảnh_hưởng Tác_hại nhất là những bom_đạn còn chưa nổ vẫn rãi rác khắp nước Việt_Nam",137,"1","2024-12-09T14:28:57.573153Z",135,2.024,"Neutral","2024-12-09T14:28:57.573153Z"
"Ad nên dùng từ cho đúng để các cháu sau_này không bị nhầm_lẫn ạ Chỉ có quân ta và quân địch không có Quân giải_phóng và quân xài_gòn",138,"1","2024-12-09T14:29:00.499855Z",136,2.638,"Neutral","2024-12-09T14:29:00.499855Z"
"Ngày_xưa Bác thống_nhất đông dương thì giờ việt nam ta có diện_tích đất_nước rộng rồi",139,"1","2024-12-09T14:29:04.560323Z",137,3.775,"Thankful","2024-12-09T14:29:04.560323Z"
"cuoi cung ai cam co tren thanh co quang tri ne",140,"1","2024-12-09T14:29:09.988936Z",138,5.112,"Neutral","2024-12-09T14:29:09.988936Z"
"NẾU không TIÊU_DIỆT VNCH THÌ GIỜ CÓ KHI NAM BẮC GIỜ VẪN ĐÁNH NHAU",141,"1","2024-12-09T14:29:13.609717Z",139,3.335,"Neutral","2024-12-09T14:29:13.609717Z"
"Con xin chúc bác nhiều sức_khỏe và cảm_ơn những hy_sinh của các chú các bác red_heart",142,"1","2024-12-09T14:29:18.976650Z",140,5.074,"Thankful","2024-12-09T14:29:18.976650Z"
"Đúng rồi nghe mà phê",143,"1","2024-12-09T14:29:21.630722Z",141,2.383,"Neutral","2024-12-09T14:29:21.630722Z"
"Cậu tôi cũng chiến_đấu ở quảng tri Ông hi_sinh ngày 17 tháng 8 nam 72",144,"1","2024-12-09T14:29:28.519374Z",142,6.605,"Thankful","2024-12-09T14:29:28.519374Z"
"Nghe các cụ bảo nó sang giúp làm đường nhưng thật chất là khảo_sát thực_địa tính_toán tọa độ vị_trí quan_trọng năm đó đánh nhau pháo_binh TQ bắn rất chính_xác bên ta thiệt hai nhiều crying_face crying_face",145,"1","2024-12-09T14:29:35.603459Z",143,6.805,"Sad","2024-12-09T14:29:35.603459Z"
"Ngô_Quang_Trưởng Cộng_Sản muốn vào phải bước qua xác tôi Rồi đến lúc ông tôi vào thì tướng Trưởng đâu",146,"1","2024-12-09T14:29:48.139332Z",144,12.233,"Neutral","2024-12-09T14:29:48.139332Z"
"Đánh nhau có thặng có thua mấy cha ơi Tết Mậu Thân năm 1968 tổng_tấn_công nổi_dậy giải_phóng miền nam thua đau nhất là ở SG và Huế Ác_mộng kinh_hoàng của bộ_đội ta Năm 1971 đánh qua Lào VNCH thua niễng niễng rút chạy về xịt khói Ác_mộng kinh_hoàng của VNCH Năm 1972 mùa hè đỏ lữa bộ_đội ta mở 3 mặt_trận Quàng_Trị cao_điểm cổ thành QT Komtum Bình_Long_An_Lộc thua không còn manh giáp cả 3 mặt_trận bỏ chạy vào rừng Bộ_đội ta bị ám_ảnh tới giờ Năm 1975 bộ_đội ta thắng toàn_diện GP miền nam VNCH thua tan_tác đầu_hàng Thắng là thắng thua là thua không đổ_thừa tại bị thì là mà nhé Cám_ơn",147,"1","2024-12-09T14:29:50.674520Z",145,2.249,"Neutral","2024-12-09T14:29:50.674520Z"
"NGƯỜI VN PHẢI VÌ VN KKKK nói về khoản chui dưới đất làm chuột thì chỉ có csvn thui à Vụ địa_đạo ai bày ra csvn hết chối_cãi",148,"1","2024-12-09T14:29:56.263703Z",146,5.297,"Angry","2024-12-09T14:29:56.263703Z"
"Ngày_xưa ông_cha ta giỏi hào_hùng nhất thế_giới smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes nhưng nay thì khác xưa lắm tq nó mạnh thật với lại Việt_Nam mình bay giờ crying_face crying_face tq nó không cần đánh cũng thắng tự người Việt mình giết người Việt mình crying_face crying_face",149,"1","2024-12-09T14:30:02.761521Z",147,6.194,"Neutral","2024-12-09T14:30:02.761521Z"
"Ty xây nhà ở nhà em ơi đi chơi vui vẽ hình của tôi không biết làm_sao để có gì em cũng biết rồi anh ạ ạ à à em uuuuuuuuuuuuuuuuub",150,"1","2024-12-09T14:30:07.947870Z",148,4.847,"Neutral","2024-12-09T14:30:07.947870Z"
"Ngụy_nó bán và làm mất giờ bắt Cs đòi là sao",151,"1","2024-12-09T14:30:12.895328Z",149,4.652,"Angry","2024-12-09T14:30:12.895328Z"
"Vô_cùng biết_ơn gia_đình bạn và thế_hệ cha_ông đã chiến_đấu để mọi người có ngày hôm_nay",152,"1","2024-12-09T14:30:16.377123Z",150,3.183,"Thankful","2024-12-09T14:30:16.377123Z"
"Anh tôi đã chiến_đấu ở đây anh kể lúc ngặt ngèo nhất không có_hậu_cần tiếp_tế mỗi người chỉ ăn 1 thỏi lương_khô 1 ngày và uống nước_đái cho đỡ khát thương lắm",153,"1","2024-12-09T14:31:26.063931Z",151,69.4,"Thankful","2024-12-09T14:31:26.063931Z"
"Xuống tới Hà_Nội thì dân mình khỏi đi xa ở sát nhà cũng có xương tquốc nấu cao thật là tiện đôi đường",154,"1","2024-12-09T14:31:38.844935Z",152,12.488,"Neutral","2024-12-09T14:31:38.844935Z"
"Thông_tin video hay Mình góp_ý thêm để video khác hay hơn nữa là Các hình_ảnh trong video chỉ là ghép vào cho có cảnh nên sẽ bị lập lại và không phản_ảnh được thực_tế trận đánh vậy nên ghép ít lại và thay bằng biểu_diễn luocj đồ trận_địa sẽ phù_hợp và ng xem dễ hình_dung vị_trí trận đánh hơn",155,"1","2024-12-09T14:31:42.066500Z",153,2.936,"Neutral","2024-12-09T14:31:42.066500Z"
"Nghe nói sau chiến_thắng Khe_sanh và tết Mậu thân tướng Giáp được phong lên làm_bộ_trưởng quắc phòng chuẩn_bị để lên tướng cầm quần vì có công nướng hơn 100 000 đứa cháu của bác",156,"1","2024-12-09T14:31:47.383942Z",154,5.03,"Proud","2024-12-09T14:31:47.383942Z"
"Ngôi đánh_rơi xem_lại những trận đánh tới đã trực_tiếp tham_gia",157,"1","2024-12-09T14:31:52.671730Z",155,5.001,"Neutral","2024-12-09T14:31:52.671730Z"
"trời xinh Trưởng còn sao sinh Tấn",158,"1","2024-12-09T14:31:55.862438Z",156,2.893,"Neutral","2024-12-09T14:31:55.862438Z"
"tunglee1322 thằng Anh hồi 1945 1946 có đưa quân vào miền Nam Việt_Nam mình giải_giáp quân Nhật trong khoảng thời_gian đó Việt_Minh có một_vài cuộc giao_tranh với lính Anh",159,"1","2024-12-09T14:32:04.958304Z",157,8.798,"Neutral","2024-12-09T14:32:04.958304Z"
